epoch,mean fro,var fro,mean L1,var L1,mean inf,var inf
3,0.06787624010879274,0.0003679565172793263,9.06347272824496,1.0601259926331206,0.011698037359110458,2.9892104834947856e-05
12,0.07681800747741363,0.0006075895454700128,8.70493844524026,1.5175142058558773,0.01619822119391756,5.7841632768268003e-05
15,0.06886866446014513,0.0005046855508523822,8.86506050142149,1.6243900158309474,0.011183873062009297,3.5880192666415044e-05
18,0.07480982354294004,0.0007457351358228135,8.185165011168769,1.7292686174075793,0.016372884328120563,7.345235986229524e-05
21,0.07547928482866458,0.0004865532010478301,9.076687966783842,1.6648424304485099,0.014487132174357006,4.504819816128137e-05
24,0.0789804838859709,0.0005895168139869911,9.905114601987103,1.5073230193015157,0.015266536481779744,5.113223042472342e-05
27,0.07794486243316594,0.0008772217034051315,8.963636408559978,2.119382445946462,0.016056491546957357,6.935879316783008e-05
